Player,Pos,Role,Guard,Wing,Big,Team_Signed_With,Age_At_Signing,Age_At_Start,Age_At_End,Median_Age,Peak_Age_Range,Far_From_Peak,Start,End,Yrs,C_Over,Value,AAV,Type,Max_Contract,Signed_Date,Contract Period,Avg_Salary_Cap,Avg_Luxury_Tax,Avg_1st_Apron,Avg_2nd_Apron,AAV / Salary Cap,AAV / Luxury Tax,AAV / 1st Apron,AAV / 2nd Apron,GP_2Y_Before,GP_1Y_Before,Avg_GP_Before,W_Avg_GP_Before,MPG_2Y_Before,MPG_1Y_Before,Avg_MPG_Before,W_Avg_MPG_Before,W_Avg_Min_Before,USG_2Y_Before,USG_1Y_Before,Avg_USG_Before,W_Avg_USG_Before,EPM_2Y_Before,EPM_1Y_Before,Avg_EPM_Before,W_Avg_EPM_Before,Z-Score_W_Avg_EPM,Age_Adj_EPM_Before,Change_EPM_Before,EPM_1Y_After,EPM_2Y_After,EPM_3Y_After,EPM_4Y_After,EPM_5Y_After,EW_2Y_Before,EW_1Y_Before,Avg_EW_Before,W_Avg_EW_Before,Z-Score_W_Avg_EW,Age_Adj_EW_Before,Change_EW_Before,EW_1Y_After,EW_2Y_After,EW_3Y_After,EW_4Y_After,EW_5Y_After
Tyrone Wallace,SG,1,1,,,LAC,22,23,23,23,0,6,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,-3.73298,,,,,,,,,,,,-0.457184,,,,
Antonius Cleveland,SG,1,1,,,GSW,22,23,23,23,0,6,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,-4.87331,,,,,,,,,,,,-0.161664,,,,
Xavier Rathan-Mayes,SG,1,1,,,NYK,22,23,23,23,0,6,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,-6.07784,,,,,,,,,,,,-0.252718,,,,
Andrew White III,G,1,1,,,BOS,23,24,24,24,0,5,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,-6.17263,,,,,,,,,,,,-0.462246,,,,
Tyler Cavanaugh,PF,2,,1,,ATL,22,23,23,23,0,6,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,-1.92743,,,,,,,,,,,,0.363671,,,,
Andrew Andrews,PG,1,1,,,PHI,23,24,24,24,0,5,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Lovin,F,2,,1,,PHI,22,23,23,23,0,6,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Webb III,SF,2,,1,,PHI,23,24,24,24,0,5,2017,2017,1,1,"$815,615.00","$815,615.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.82%,0.68%,0.65%,,,,,,,,,,,,,,,,,,,,,,-5.37142,,,,,,,,,,,,-0.199213,,,,
Marco Belinelli,SG,1,1,,,PHI,30,31,31,31,1,2,2017,2017,1,1,"$776,217.00","$776,217.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.78%,0.65%,0.62%,,68,74,71,72.5,24.5735,24.0135,24.2935,24.1535,1751.12875,19.215%,18.333%,18.774%,18.554%,-4.89139,-2.30886,-3.600125,-2.9544925,-0.9185566382,-1.118556638,2.58253,-1.65004,,,,,-2.2261,0.781807,-0.7221465,0.02983025,-0.7963214776,-0.9963214776,3.007907,1.73632,,,,
Joe Johnson,SG,1,1,,,HOU,35,36,36,36,0,7,2017,2017,1,1,"$749,905.00","$749,905.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.76%,0.63%,0.60%,,81,78,79.5,78.75,33.3704,23.6154,28.4929,26.05415,2051.764313,17.776%,18.175%,17.975%,18.075%,0.0577503,-1.54801,-0.74512985,-1.146569925,-0.1586616164,-0.8586616164,-1.6057603,-4.8028,,,,,5.57736,1.77239,3.674875,2.7236325,0.03073151422,-0.6692684858,-3.80497,-1.53123,,,,
Brandan Wright,PF,2,,1,,HOU,29,30,30,30,1,1,2017,2017,1,1,"$705,652.00","$705,652.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.71%,0.59%,0.56%,,12,28,20,24,17.6667,15.9286,16.79765,16.363125,392.715,15.158%,15.911%,15.535%,15.723%,-0.286699,0.376147,0.044724,0.2104355,0.4117066512,0.3117066512,0.662846,0.705549,,,,,0.387559,1.0196,0.7035795,0.86158975,-0.5409541124,-0.6409541124,0.632041,0.955068,,,,
Joel Bolomboy,PF,2,,1,,MIL,22,23,23,23,0,6,2017,2017,1,1,"$630,350.00","$630,350.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.64%,0.53%,0.50%,,,12,12,12,,4.33333,4.33333,4.33333,51.99996,,17.213%,17.213%,17.213%,,-1.81354,-1.81354,-1.81354,-0.4389984221,0.1610015779,,,,,,,,0.0409541,0.0409541,0.0409541,-0.7929062256,-0.1929062256,,,,,,
Mike James,PG,1,1,,,PHX,26,27,27,27,1,2,2017,2017,1,1,"$580,607.00","$580,607.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.59%,0.49%,0.46%,,,,,,,,,,,,,,,,,,,,,,-1.55752,,,,,,,,,,,,0.655734,,,,
Ersan Ilyasova,PF,2,,1,,PHI,29,30,30,30,1,1,2017,2017,1,1,"$565,718.00","$565,718.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.57%,0.47%,0.45%,,74,82,78,80,25.4054,26.122,25.7637,25.94285,2075.428,18.012%,21.608%,19.810%,20.709%,-1.57029,0.819255,-0.3755175,0.22186875,0.4165122053,0.3165122053,2.389545,2.32287,,,,,1.77968,5.53878,3.65923,4.599005,0.6065096497,0.5065096497,3.7591,6.25631,,,,
Corey Brewer,SG,1,1,,,OKC,30,31,31,31,1,2,2017,2017,1,1,"$539,405.00","$539,405.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.54%,0.45%,0.43%,,82,82,82,82,20.3415,15.622,17.98175,16.801875,1377.75375,17.008%,14.390%,15.699%,15.045%,-2.97124,-2.21927,-2.595255,-2.4072625,-0.6885482526,-0.8885482526,0.75197,-2.09087,,,,,-0.0243161,0.642293,0.30898845,0.475640725,-0.6594484435,-0.8594484435,0.6666091,0.71224,,,,
Bobby Brown,PG,1,1,,,HOU,32,33,33,33,1,4,2017,2017,1,1,"$533,937.00","$533,937.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.54%,0.45%,0.43%,,,25,25,25,,4.92,4.92,4.92,123,,21.854%,21.854%,21.854%,,-3.31408,-3.31408,-3.31408,-1.069696269,-1.469696269,,-5.8527,,,,,,-0.0307276,-0.0307276,-0.0307276,-0.8149139897,-1.21491399,,-0.228853,,,,
Trevor Booker,PF,2,,1,,IND,29,30,30,30,1,1,2017,2017,1,1,"$446,138.00","$446,138.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.45%,0.37%,0.36%,,79,71,75,73,20.6582,24.7042,22.6812,23.6927,1729.5671,14.066%,18.514%,16.290%,17.402%,-1.1927,-0.752447,-0.9725735,-0.86251025,-0.03926738132,-0.1392673813,0.440253,-1.2189,,,,,1.96746,2.64453,2.305995,2.4752625,-0.04552321144,-0.1455232114,0.67707,1.37525,,,,
Derrick Rose,PG,1,1,,,MIN,28,29,29,29,1,0,2017,2017,1,1,"$418,607.00","$418,607.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.42%,0.35%,0.33%,,66,64,65,64.5,31.7727,32.5156,32.14415,32.329875,2085.276938,26.680%,25.199%,25.940%,25.569%,-2.34275,-0.597332,-1.470041,-1.0336865,-0.1112151417,-0.1112151417,1.745418,-4.83752,,,,,0.873704,3.35984,2.116772,2.738306,0.03523658213,0.03523658213,2.486136,-0.542842,,,,
Ramon Sessions,PG,1,1,,,WAS,30,31,31,31,1,2,2017,2017,1,1,"$355,218.00","$355,218.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.36%,0.30%,0.28%,,82,50,66,58,20.3293,16.2,18.26465,17.232325,999.47485,21.423%,18.973%,20.198%,19.585%,-2.26683,-2.19305,-2.22994,-2.211495,-0.6062644475,-0.8062644475,0.07378,-6.37638,,,,,0.781266,0.420938,0.601102,0.51102,-0.6485862745,-0.8485862745,-0.360328,-0.92242,,,,
Shabazz Muhammad,SG,1.5,0.5,0.5,,MIL,24,25,25,25,0,4,2017,2017,1,1,"$347,525.00","$347,525.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.35%,0.29%,0.28%,,82,78,80,79,20.5,19.4231,19.96155,19.692325,1555.693675,22.309%,20.952%,21.631%,21.291%,-3.77659,-2.19458,-2.985585,-2.5900825,-0.7653900431,-0.3653900431,1.58201,-3.41725,,,,,-0.953691,0.785357,-0.084167,0.350595,-0.6978400667,-0.2978400667,1.739048,-0.133968,,,,
Travis Wear,SF,2,,1,,LAL,26,27,27,27,1,2,2017,2017,1,1,"$148,318.00","$148,318.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.15%,0.12%,0.12%,,,,,,,,,,,,,,,,,,,,,,-2.69496,,,,,,,,,,,,0.0398568,,,,
Aaron Harrison,SG,1,1,,,DAL,22,23,23,23,0,6,2017,2017,1,1,"$91,442.00","$91,442.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.09%,0.08%,0.07%,,21,,21,21,4.42857,,4.42857,4.42857,92.99997,13.182%,,13.182%,13.182%,-3.15715,,-3.15715,-3.15715,-1.003736406,-0.4037364061,,-5.13073,,,,,-0.0132579,,-0.0132579,-0.0132579,-0.8095504306,-0.2095504306,,-0.348925,,,,
Marquis Teague,PG,1,1,,,MEM,23,24,24,24,0,5,2017,2017,1,1,"$74,816.00","$74,816.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.08%,0.06%,0.06%,,,,,,,,,,,,,,,,,,,,,,-4.27197,,,,,,,,,,,,-0.0669096,,,,
Jordan Crawford,SG,1,1,,,NOP,28,29,29,29,1,0,2017,2017,1,1,"$67,609.00","$67,609.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.07%,0.06%,0.05%,,,19,19,19,,23.2632,23.2632,23.2632,442.0008,,25.000%,25.000%,25.000%,,-0.846382,-0.846382,-0.846382,-0.03248845337,-0.03248845337,,-1.99579,,,,,,0.638204,0.638204,0.638204,-0.6095381567,-0.6095381567,,0.0348774,,,,
Damion Lee,SG,1,1,,,ATL,24,25,25,25,0,4,2017,2017,1,1,"$46,080.00","$46,080.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.05%,0.04%,0.04%,,,,,,,,,,,,,,,,,,,,,,-0.672327,,,,,,,,,,,,0.631872,,,,
Jonathan Gibson,PG,1,1,,,BOS,29,30,30,30,1,1,2017,2017,1,1,"$44,495.00","$44,495.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.04%,0.04%,0.04%,,,17,17,17,,13.5882,13.5882,13.5882,230.9994,,24.571%,24.571%,24.571%,,-4.83162,-4.83162,-4.83162,-1.707539453,-1.807539453,,,,,,,,-0.298442,-0.298442,-0.298442,-0.8971078461,-0.9971078461,,,,,,
Ty Lawson,PG,1,1,,,WAS,29,30,30,30,1,1,2017,2017,1,1,"$11,901.00","$11,901.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.01%,0.01%,0.01%,,66,69,67.5,68.25,21.3788,25.087,23.2329,24.15995,1648.916588,14.336%,18.837%,16.587%,17.712%,-3.57548,-0.0440574,-1.8097687,-0.92691305,-0.06633677455,-0.1663367745,3.5314226,,,,,,-0.605502,3.45255,1.423524,2.438037,-0.05695220967,-0.1569522097,4.058052,,,,,
Lorenzo Brown,PG,1,1,,,TOR,26,27,27,27,1,2,2017,2017,1,1,"$8,612.00","$8,612.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.01%,0.01%,0.01%,,8,,8,8,7.5,,7.5,7.5,60,25.000%,,25.000%,25.000%,-5.0261,,-5.0261,-5.0261,-1.789282104,-1.589282104,,-4.69633,,,,,-0.0864936,,-0.0864936,-0.0864936,-0.8320353048,-0.6320353048,,-0.165975,,,,
Amile Jefferson,PF,2,,1,,MIN,23,24,24,24,0,5,2017,2017,1,1,"$4,608.00","$4,608.00",,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronson Koenig,PG,1,1,,,MIL,22,23,24,23.5,0,5.5,2017,2018,2,1,,,,0,,2017-2018.0,"$100,481,000.00","$121,499,500.00","$127,541,500.00",,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monte Morris,PG,1,1,,,DEN,21,22,22,22,0,7,2017,2017,1,1,,,,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Walton Jr.,PG,1,1,,,MIA,21,22,22,22,0,7,2017,2017,1,1,,,,0,,2017-2017.0,"$99,093,000.00","$119,266,000.00","$125,266,000.00",,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,-3.3615,,,,,,,,,,,,-0.0415562,,,,
Russell Westbrook,PG,1,1,,,OKC,29,30,34,32,1,3,2018,2022,5,1,"$206,794,070.00","$41,358,814.00",Designated Veteran Extension,0,,2018-2022.0,"$111,243,600.00","$135,172,000.00","$141,531,600.00",,37.18%,30.60%,29.22%,,81,80,80.5,80.25,34.5802,36.4125,35.49635,35.954425,2885.342606,40.139%,32.783%,36.461%,34.622%,6.49327,4.58027,5.53677,5.05852,2.449424044,2.349424044,-1.913,3.11715,1.83089,1.30455,-1.11837,0.152244,18.1492,15.0508,16.6,15.8254,4.053245048,3.953245048,-3.0984,10.9445,6.72045,6.91348,3.36464,4.35985
Chris Paul,PG,1,1,,,HOU,32,33,36,34.5,0,5.5,2018,2021,4,1,"$159,730,592.00","$39,932,648.00",maximum,1,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,36.93%,30.39%,29.01%,,61,58,59.5,58.75,31.4754,31.8276,31.6515,31.73955,1864.698563,23.761%,24.335%,24.048%,24.192%,8.44182,6.72136,7.58159,7.151475,3.329122162,2.929122162,-1.72046,3.70231,4.64567,4.31592,4.86285,,15.0104,12.2507,13.63055,12.940625,3.167559473,2.767559473,-2.7597,8.47318,11.5039,10.963,11.4635,
LeBron James,PF,2,,1,,LAL,33,34,37,35.5,0,6.5,2018,2021,4,1,"$153,312,846.00","$38,328,212.00",maximum,1,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,35.44%,29.17%,27.84%,,74,82,78,80,37.7568,36.8902,37.3235,37.10685,2968.548,29.148%,30.999%,30.073%,30.536%,5.88463,6.48912,6.186875,6.3379975,2.987206246,2.487206246,0.60449,5.59036,6.65915,6.5293,6.05934,,16.9354,19.5912,18.2633,18.92725,5.005577137,4.505577137,2.6558,11.3504,15.2682,9.77802,12.8818,
Joel Embiid,C,3,,,1,PHI,23,24,28,26,1,3,2018,2022,5,1,"$147,710,050.00","$29,542,010.00",Designated Rookie Extension,0,,2018-2022.0,"$111,243,600.00","$135,172,000.00","$141,531,600.00",,26.56%,21.86%,20.87%,,31,63,47,55,25.3548,30.3333,27.84405,29.088675,1599.877125,35.524%,33.274%,34.399%,33.837%,5.48289,5.03664,5.259765,5.1482025,2.487118847,2.987118847,-0.44625,6.65325,3.76871,7.12381,7.81412,7.5189,4.54711,10.4746,7.510855,8.9927275,1.955473308,2.455473308,5.92749,14.1919,6.94004,10.954,16.9567,16.2054
Andrew Wiggins,SF,2,,1,,MIN,22,23,27,25,0,4,2018,2022,5,1,"$147,710,050.00","$29,542,010.00",Designated Rookie Extension,0,,2018-2022.0,"$111,243,600.00","$135,172,000.00","$141,531,600.00",,26.56%,21.86%,20.87%,,82,82,82,82,37.1707,36.3171,36.7439,36.5305,2995.501,28.324%,22.727%,25.526%,24.127%,-1.2745,-1.55928,-1.41689,-1.488085,-0.3022051558,0.2977948442,-0.28478,-1.09749,0.153146,0.679544,1.15948,1.47006,3.50365,2.84171,3.17268,3.007195,0.1177910651,0.7177910651,-0.66194,3.23125,3.95697,5.88658,6.56687,3.56547
Nikola Jokic,C,3,,,1,DEN,22,23,27,25,0,4,2018,2022,5,1,"$147,710,050.00","$29,542,010.00",maximum,1,,2018-2022.0,"$111,243,600.00","$135,172,000.00","$141,531,600.00",,26.56%,21.86%,20.87%,,73,75,74,74.5,27.9041,32.56,30.23205,31.396025,2339.003863,23.211%,24.014%,23.612%,23.813%,5.34647,4.62914,4.987805,4.8084725,2.3443256,2.9443256,-0.71733,6.51375,5.76198,8.05021,9.24361,7.89474,11.598,12.6992,12.1486,12.4239,3.008914214,3.608914214,1.1012,16.2531,13.9571,18.7733,20.7073,17.0797
Paul George,SG,1.5,0.5,0.5,,OKC,27,28,31,29.5,1,0.5,2018,2021,4,1,"$136,911,936.00","$34,227,984.00",maximum,1,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,31.65%,26.05%,24.86%,,75,79,77,78,35.8533,36.5823,36.2178,36.40005,2839.2039,28.610%,24.823%,26.716%,25.769%,3.28572,2.58086,2.93329,2.757075,1.482094678,1.582094678,-0.70486,7.11934,4.25141,5.11891,4.34909,,11.5041,10.9677,11.2359,11.1018,2.603002176,2.703002176,-0.5364,19.6259,7.00927,10.0793,5.39454,
Clint Capela,C,3,,,1,HOU,23,24,28,26,1,3,2018,2022,5,1,"$90,000,000.00","$18,000,000.00",,0,,2018-2022.0,"$111,243,600.00","$135,172,000.00","$141,531,600.00",,16.18%,13.32%,12.72%,,65,74,69.5,71.75,23.8615,27.4865,25.674,26.58025,1907.132938,19.995%,19.183%,19.589%,19.386%,1.74626,2.78837,2.267315,2.5278425,1.385745068,1.885745068,1.04211,2.38239,1.10708,4.23284,2.60299,1.37987,4.99765,8.00785,6.50275,7.2553,1.42204714,1.92204714,3.0102,8.22562,3.56037,9.35406,7.77664,5.07676
Gary Harris,SG,1,1,,,DEN,23,24,27,25.5,0,3.5,2018,2021,4,1,"$84,000,000.00","$21,000,000.00",Rookie Extension,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,19.42%,15.98%,15.25%,,57,67,62,64.5,31.2632,34.3881,32.82565,33.606875,2167.643438,18.203%,20.437%,19.320%,19.878%,1.48952,2.64739,2.068455,2.3579225,1.314325327,1.814325327,1.15787,0.655673,-0.665846,-2.37947,-0.360397,,5.42772,8.84878,7.13825,7.993515,1.64869441,2.14869441,3.42106,4.05453,2.78935,0.422765,3.07351,
Aaron Gordon,PF,2,,1,,ORL,22,23,26,24.5,0,4.5,2018,2021,4,1,"$80,000,000.00","$20,000,000.00",,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,18.49%,15.22%,14.53%,,80,58,69,63.5,28.725,32.8966,30.8108,31.8537,2022.70995,19.639%,23.898%,21.769%,22.834%,1.22429,1.78878,1.506535,1.6476575,1.015791062,1.615791062,0.56449,0.922951,-0.0461331,0.84333,1.37835,,6.58023,6.20507,6.39265,6.29886,1.128400283,1.728400283,-0.37516,6.99398,4.01813,3.60083,7.053,
Zach LaVine,SG,1,1,,,CHI,22,23,26,24.5,0,4.5,2018,2021,4,1,"$78,000,000.00","$19,500,000.00",,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,18.03%,14.84%,14.16%,,47,24,35.5,29.75,37.1915,27.3333,32.2624,29.79785,886.4860375,21.457%,29.280%,25.369%,27.324%,-0.427341,-1.79533,-1.1113355,-1.45333275,-0.2875983014,0.3124016986,-1.367989,0.559183,1.48673,4.16173,2.54611,,3.02641,0.519839,1.7731245,1.14648175,-0.4534863775,0.1465136225,-2.506571,5.22578,6.34694,9.92095,8.7774,
Kevin Durant,SF,2,,1,,GSW,29,30,31,30.5,1,1.5,2018,2019,2,1,"$61,500,000.00","$30,750,000.00",Free Agent,0,,2018-2019.0,"$105,504,500.00","$128,180,000.00","$134,372,500.00",,29.15%,23.99%,22.88%,,62,68,65,66.5,33.3871,34.1912,33.78915,33.990175,2260.346638,26.893%,29.276%,28.084%,28.680%,5.25409,4.5948,4.924445,4.7596225,2.323793265,2.223793265,-0.65929,5.94631,,,,,11.6516,12.0334,11.8425,11.93795,2.859717516,2.759717516,0.3818,16.4865,,,,
Will Barton,SG,1,1,,,DEN,26,27,30,28.5,1,0.5,2018,2021,4,1,"$53,000,000.00","$13,250,000.00",,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,12.25%,10.08%,9.62%,,60,81,70.5,75.75,28.4167,33.1111,30.7639,31.9375,2419.265625,20.698%,20.204%,20.451%,20.327%,-1.4229,0.355732,-0.533584,-0.088926,0.2858808461,0.4858808461,1.778632,-3.85254,1.43995,-1.65226,-1.01354,,1.78615,6.08377,3.93496,5.009365,0.7324986549,0.9324986549,4.29762,-0.736114,5.76944,1.54521,3.02398,
Marcus Smart,PG,1,1,,,BOS,23,24,27,25.5,0,3.5,2018,2021,4,1,"$51,999,900.00","$12,999,975.00",Free Agent,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,12.02%,9.89%,9.44%,,79,54,66.5,60.25,30.3671,29.8704,30.11875,29.994575,1807.173144,18.203%,18.780%,18.492%,18.636%,0.114897,0.0326509,0.07377395,0.053212425,0.3456236044,0.8456236044,-0.0822461,2.50141,2.24888,2.35348,3.05126,,5.04415,3.30147,4.17281,3.73714,0.3418992735,0.8418992735,-1.74268,8.22641,6.84487,5.75274,9.45136,
Jusuf Nurkic,C,3,,,1,POR,23,24,27,25.5,0,3.5,2018,2021,4,1,"$48,000,000.00","$12,000,000.00",,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,11.10%,9.13%,8.72%,,65,79,72,75.5,21.4,26.4304,23.9152,25.1728,1900.5464,23.467%,25.935%,24.701%,25.318%,0.138535,1.40739,0.7729625,1.09017625,0.781473933,1.281473933,1.268855,6.08026,0.384973,3.09427,0.67495,,2.94709,6.24161,4.59435,5.41798,0.857951909,1.357951909,3.29452,12.2251,0.579134,3.59854,3.9251,
T.J. Warren,SF,2,,1,,PHX,24,25,28,26.5,1,2.5,2018,2021,4,1,"$47,000,000.00","$11,750,000.00",Rookie Extension,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,10.87%,8.94%,8.53%,,,,,,,,,,,,,,,,,,,,,,,2.51381,-1.87271,,,,,,,,,,,8.2545,0.0867455,,
Robert Covington,PF,2,,1,,PHI,27,28,31,29.5,1,0.5,2018,2021,4,1,"$46,879,127.00","$11,719,782.00",Veteran Extension,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,10.84%,8.92%,8.51%,,67,80,73.5,76.75,31.6119,31.6375,31.6247,31.6311,2427.686925,18.756%,16.889%,17.822%,17.355%,2.25112,3.45652,2.85382,3.15517,1.649419548,1.749419548,1.2054,1.85083,0.421905,-0.0444088,0.790997,,7.55883,11.1259,9.342365,10.2341325,2.336610312,2.436610312,3.56707,3.96052,4.94251,4.40818,4.85586,
Josh Richardson,SG,1,1,,,MIA,24,25,28,26.5,1,2.5,2018,2021,4,1,"$41,965,056.00","$10,491,264.00",Veteran Extension,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,9.70%,7.98%,7.62%,,53,81,67,74,30.4528,33.1975,31.82515,32.511325,2405.83805,16.437%,17.692%,17.065%,17.379%,-0.132639,2.17381,1.0205855,1.59719775,0.9945821264,1.394582126,2.306449,1.79579,0.522293,-0.187821,-0.540148,,3.11996,9.45296,6.28646,7.86971,1.610683715,2.010683715,6.333,8.26717,4.03305,3.39101,2.6768,
Norman Powell,SG,1.5,0.5,0.5,,TOR,24,25,28,26.5,1,2.5,2018,2021,4,1,"$41,965,056.00","$10,491,264.00",Rookie Extension,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,9.70%,7.98%,7.62%,,76,70,73,71.5,17.9868,15.1571,16.57195,15.864525,1134.313538,20.664%,18.747%,19.706%,19.227%,-1.72124,-3.55678,-2.63901,-3.097895,-0.9788307048,-0.5788307048,-1.83554,-1.54947,0.933187,0.728758,-0.719657,,1.15282,-0.441946,0.355437,-0.0432545,-0.818760007,-0.418760007,-1.594766,1.08223,3.93927,5.64301,2.17657,
Derrick Favors,C,3,,,1,UTA,26,27,28,27.5,1,1.5,2018,2019,2,1,"$37,600,000.00","$18,800,000.00",,0,,2018-2019.0,"$105,504,500.00","$128,180,000.00","$134,372,500.00",,17.82%,14.67%,13.99%,,50,77,63.5,70.25,23.7,27.961,25.8305,26.89575,1889.426438,20.652%,18.250%,19.451%,18.850%,0.732289,3.16416,1.9482245,2.55619225,1.397660862,1.597660862,2.431871,4.08138,2.13308,,,,2.99474,9.03171,6.013225,7.5224675,1.504073087,1.704073087,6.03697,8.5203,4.33232,,,
Kyle Anderson,PF,2,,1,,MEM,24,25,28,26.5,1,2.5,2018,2021,4,1,"$37,156,300.00","$9,289,075.00",,0,,2018-2021.0,"$108,140,750.00","$131,398,250.00","$137,668,750.00",,8.59%,7.07%,6.75%,,72,74,73,73.5,14.1667,26.7297,20.4482,23.58895,1733.787825,11.869%,13.383%,12.626%,13.004%,-0.159274,2.06731,0.954018,1.510664,0.9582107869,1.358210787,2.226584,-0.398254,-1.53718,2.25091,-1.8615,,1.95323,6.80916,4.381195,5.5951775,0.9123552055,1.312355206,4.85593,2.24324,1.28887,6.73355,1.10783,
Dante Exum,PG,1,1,,,UTA,22,23,25,24,0,5,2018,2020,3,1,"$33,000,000.00","$11,000,000.00",,0,,2018-2020.0,"$106,716,333.33","$129,662,333.33","$135,891,000.00",,10.31%,8.48%,8.09%,,66,14,40,27,18.5909,16.7143,17.6526,17.18345,463.95315,17.665%,22.325%,19.995%,21.160%,-2.39862,-0.111882,-1.255251,-0.6835665,0.03594516743,0.6359451674,2.286738,-1.60837,-4.10788,-3.68541,,,0.464389,0.456576,0.4604825,0.45852925,-0.6647020201,-0.06470202014,-0.007813,0.611142,-0.385728,-0.0610358,,
